0050.000000, 0050.137873, -000.137873, 0001.000000, 0034.000000
0050.000000, 0050.137480, -000.137480, 0001.000000, 0035.000000
0050.000000, 0050.137050, -000.137050, 0001.000000, 0036.000000
0050.000000, 0050.136545, -000.136545, 0001.000000, 0037.000000
0050.000000, 0050.136043, -000.136043, 0001.000000, 0038.000000
0050.000000, 0050.135623, -000.135623, 0001.000000, 0039.000000
0050.000000, 0050.064882, -000.064882, 0001.000000, 0040.000000
0050.000000, 0050.099742, -000.099742, 0001.000000, 0041.000000
0050.000000, 0050.130193, -000.130193, 0001.000000, 0042.000000
0050.000000, 0050.132035, -000.132035, 0001.000000, 0043.000000
0050.000000, 0050.130236, -000.130236, 0001.000000, 0044.000000
0050.000000, 0050.131270, -000.131270, 0001.000000, 0045.000000
0050.000000, 0050.132411, -000.132411, 0001.000000, 0046.000000
0050.000000, 0050.132330, -000.132330, 0001.000000, 0047.000000
0050.000000, 0050.131858, -000.131858, 0001.000000, 0048.000000
0050.000000, 0050.131507, -000.131507, 0001.000000, 0049.000000
0050.000000, 0050.131119, -000.131119, 0001.000000, 0050.000000
0050.000000, 0050.130655, -000.130655, 0001.000000, 0051.000000
0050.000000, 0050.130195, -000.130195, 0001.000000, 0052.000000
0050.000000, 0050.129856, -000.129856, 0001.000000, 0053.000000
0050.000000, 0050.059155, -000.059155, 0001.000000, 0054.000000
0050.000000, 0050.094055, -000.094055, 0001.000000, 0055.000000
0050.000000, 0050.133640, -000.133640, 0001.000000, 0056.000000
0050.000000, 0050.130865, -000.130865, 0001.000000, 0057.000000
0050.000000, 0050.122808, -000.122808, 0001.000000, 0058.000000
0050.000000, 0050.125034, -000.125034, 0001.000000, 0059.000000
0050.000000, 0050.127158, -000.127158, 0001.000000, 0060.000000
0050.000000, 0050.126760, -000.126760, 0001.000000, 0061.000000
0050.000000, 0050.126092, -000.126092, 0001.000000, 0062.000000
0050.000000, 0050.125782, -000.125782, 0001.000000, 0063.000000
0050.000000, 0050.125552, -000.125552, 0001.000000, 0064.000000
0050.000000, 0050.125205, -000.125205, 0001.000000, 0065.000000
0050.000000, 0050.124783, -000.124783, 0001.000000, 0066.000000
0050.000000, 0050.124364, -000.124364, 0001.000000, 0067.000000
0050.000000, 0050.123948, -000.123948, 0001.000000, 0068.000000
0050.000000, 0050.123535, -000.123535, 0001.000000, 0069.000000
0050.000000, 0050.123125, -000.123125, 0001.000000, 0070.000000
0050.000000, 0050.122717, -000.122717, 0001.000000, 0071.000000
0050.000000, 0050.122313, -000.122313, 0001.000000, 0072.000000
0050.000000, 0050.051587, -000.051587, 0001.000000, 0073.000000
0050.000000, 0050.074937, -000.074937, 0001.000000, 0074.000000
0050.000000, 0050.111215, -000.111215, 0001.000000, 0075.000000
0050.000000, 0050.123023, -000.123023, 0001.000000, 0076.000000
0050.000000, 0050.049703, -000.049703, 0001.000000, 0077.000000
0050.000000, 0050.083694, -000.083694, 0001.000000, 0078.000000
0050.000000, 0050.115356, -000.115356, 0001.000000, 0079.000000
0050.000000, 0050.121337, -000.121337, 0001.000000, 0080.000000
0050.000000, 0050.117652, -000.117652, 0001.000000, 0081.000000
0050.000000, 0050.117404, -000.117404, 0001.000000, 0082.000000
0050.000000, 0050.118330, -000.118330, 0001.000000, 0083.000000
0050.000000, 0050.118464, -000.118464, 0001.000000, 0084.000000
0050.000000, 0050.117894, -000.117894, 0001.000000, 0085.000000
0050.000000, 0050.047121, -000.047121, 0001.000000, 0086.000000
0050.000000, 0050.070502, -000.070502, 0001.000000, 0087.000000
0050.000000, 0050.106811, -000.106811, 0001.000000, 0088.000000
0050.000000, 0050.113750, -000.113750, 0001.000000, 0089.000000
0050.000000, 0050.042067, -000.042067, 0001.000000, 0090.000000
0050.000000, 0050.078618, -000.078618, 0001.000000, 0091.000000
0050.000000, 0050.110823, -000.110823, 0001.000000, 0092.000000
0050.000000, 0050.113074, -000.113074, 0001.000000, 0093.000000
0050.000000, 0050.111331, -000.111331, 0001.000000, 0094.000000
0050.000000, 0050.112850, -000.112850, 0001.000000, 0095.000000
0050.000000, 0050.114003, -000.114003, 0001.000000, 0096.000000
0050.000000, 0050.113973, -000.113973, 0001.000000, 0097.000000
0050.000000, 0050.113629, -000.113629, 0001.000000, 0098.000000
0050.000000, 0050.113289, -000.113289, 0001.000000, 0099.000000
0050.000000, 0050.042626, -000.042626, 0001.000000, 0100.000000
