-005.664472, -005.677793, 0000.013321, 0002.000000, 0058.000000, 0002.898000
-005.535651, -005.549141, 0000.013490, 0002.000000, 0059.000000, 0002.948000
-005.386907, -005.401631, 0000.014723, 0002.000000, 0060.000000, 0002.998000
-005.218777, -005.236546, 0000.017769, 0002.000000, 0061.000000, 0003.048000
-005.031864, -005.055084, 0000.023220, 0002.000000, 0062.000000, 0003.098000
-004.826843, -004.858360, 0000.031517, 0002.000000, 0063.000000, 0003.148000
-004.604449, -004.647413, 0000.042963, 0002.000000, 0064.000000, 0003.198000
-004.365485, -004.423212, 0000.057727, 0002.000000, 0065.000000, 0003.248000
-004.110810, -004.186659, 0000.075849, 0002.000000, 0066.000000, 0003.298000
-003.841340, -003.938596, 0000.097256, 0002.000000, 0067.000000, 0003.348000
-003.558046, -003.679806, 0000.121761, 0002.000000, 0068.000000, 0003.398000
-003.261946, -003.411021, 0000.149075, 0002.000000, 0069.000000, 0003.448000
-002.954107, -003.132920, 0000.178813, 0002.000000, 0070.000000, 0003.498000
-002.635637, -002.846138, 0000.210501, 0002.000000, 0071.000000, 0003.548000
-002.307680, -002.551266, 0000.243586, 0002.000000, 0072.000000, 0003.598000
-001.971419, -002.248856, 0000.277437, 0002.000000, 0073.000000, 0003.648000
-001.628063, -001.939420, 0000.311357, 0002.000000, 0074.000000, 0003.698000
-001.278848, -001.623437, 0000.344589, 0002.000000, 0075.000000, 0003.748000
-000.925030, -001.301353, 0000.376323, 0002.000000, 0076.000000, 0003.798000
-000.567883, -000.973583, 0000.405701, 0002.000000, 0077.000000, 0003.848000
-000.208692, -000.640515, 0000.431823, 0002.000000, 0078.000000, 0003.898000
0000.151250, -000.302509, 0000.453759, 0002.000000, 0079.000000, 0003.948000
0000.510648, 0000.040098, 0000.470550, 0002.000000, 0080.000000, 0003.998000
0000.868207, 0000.386993, 0000.481214, 0002.000000, 0081.000000, 0004.048000
0001.222643, 0000.737885, 0000.484758, 0002.000000, 0082.000000, 0004.098000
0001.572677, 0001.092500, 0000.480178, 0002.000000, 0083.000000, 0004.148000
0001.917053, 0001.450585, 0000.466467, 0002.000000, 0084.000000, 0004.198000
0002.254528, 0001.811904, 0000.442624, 0002.000000, 0085.000000, 0004.248000
0002.583890, 0002.176237, 0000.407653, 0002.000000, 0086.000000, 0004.298000
0002.903953, 0002.543379, 0000.360574, 0002.000000, 0087.000000, 0004.348000
0003.213564, 0002.913138, 0000.300427, 0002.000000, 0088.000000, 0004.398000
0003.511610, 0003.285335, 0000.226275, 0002.000000, 0089.000000, 0004.448000
0003.797018, 0003.659806, 0000.137213, 0002.000000, 0090.000000, 0004.498000
0004.068761, 0004.034262, 0000.034500, 0002.000000, 0091.000000, 0004.548000
0004.325861, 0004.388675, -000.062814, 0002.000000, 0092.000000, 0004.598000
0004.567393, 0004.678611, -000.111219, 0002.000000, 0093.000000, 0004.648000
0004.792486, 0004.906841, -000.114355, 0002.000000, 0094.000000, 0004.698000
0005.000332, 0005.077567, -000.077235, 0002.000000, 0095.000000, 0004.748000
0005.190183, 0005.204067, -000.013885, 0002.000000, 0096.000000, 0004.798000
0005.361354, 0005.331932, 0000.029422, 0002.000000, 0097.000000, 0004.848000
0005.513230, 0005.478079, 0000.035150, 0002.000000, 0098.000000, 0004.898000
0005.645264, 0005.633077, 0000.012187, 0002.000000, 0099.000000, 0004.948000
0005.756982, 0005.771013, -000.014031, 0002.000000, 0100.000000, 0004.998000
0005.847980, 0005.870742, -000.022761, 0002.000000, 0101.000000, 0005.048000
0005.917932, 0005.931296, -000.013364, 0002.000000, 0102.000000, 0005.098000
0005.966586, 0005.968530, -000.001944, 0002.000000, 0103.000000, 0005.148000
0005.993767, 0005.992608, 0000.001159, 0002.000000, 0104.000000, 0005.198000
0005.999377, 0006.001596, -000.002219, 0002.000000, 0105.000000, 0005.248000
0005.983395, 0005.990499, -000.007104, 0002.000000, 0106.000000, 0005.298000
0005.945880, 0005.955089, -000.009209, 0002.000000, 0107.000000, 0005.348000
0005.886965, 0005.895396, -000.008430, 0002.000000, 0108.000000, 0005.398000
0005.806865, 0005.813407, -000.006542, 0002.000000, 0109.000000, 0005.448000
0005.705865, 0005.711241, -000.005376, 0002.000000, 0110.000000, 0005.498000
0005.584331, 0005.590004, -000.005673, 0002.000000, 0111.000000, 0005.548000
0005.442699, 0005.449441, -000.006742, 0002.000000, 0112.000000, 0005.598000
0005.281480, 0005.289211, -000.007732, 0002.000000, 0113.000000, 0005.648000
0005.101252, 0005.109257, -000.008005, 0002.000000, 0114.000000, 0005.698000
0004.902666, 0004.910166, -000.007500, 0002.000000, 0115.000000, 0005.748000
0004.686435, 0004.694293, -000.007858, 0002.000000, 0116.000000, 0005.798000
0004.453339, 0004.461269, -000.007930, 0002.000000, 0117.000000, 0005.848000
0004.204215, 0004.210960, -000.006745, 0002.000000, 0118.000000, 0005.898000
0003.939960, 0003.945931, -000.005971, 0002.000000, 0119.000000, 0005.948000
0003.661526, 0003.667226, -000.005700, 0002.000000, 0120.000000, 0005.998000
0003.369915, 0003.375944, -000.006029, 0002.000000, 0121.000000, 0006.048000
0003.066175, 0003.072256, -000.006081, 0002.000000, 0122.000000, 0006.098000
0002.751400, 0002.757271, -000.005871, 0002.000000, 0123.000000, 0006.148000
0002.426723, 0002.430910, -000.004187, 0002.000000, 0124.000000, 0006.198000
0002.093313, 0002.096575, -000.003262, 0002.000000, 0125.000000, 0006.248000
0001.752369, 0001.754906, -000.002537, 0002.000000, 0126.000000, 0006.298000
0001.405119, 0001.407918, -000.002800, 0002.000000, 0127.000000, 0006.348000
0001.052811, 0001.055150, -000.002339, 0002.000000, 0128.000000, 0006.398000
0000.696715, 0000.698467, -000.001752, 0002.000000, 0129.000000, 0006.448000
0000.338111, 0000.339594, -000.001483, 0002.000000, 0130.000000, 0006.498000
-000.021710, -000.020235, -000.001476, 0002.000000, 0131.000000, 0006.548000
-000.381453, -000.379929, -000.001524, 0002.000000, 0132.000000, 0006.598000
-000.739823, -000.738189, -000.001634, 0002.000000, 0133.000000, 0006.648000
-001.095530, -001.093964, -000.001566, 0002.000000, 0134.000000, 0006.698000
-001.447294, -001.445960, -000.001334, 0002.000000, 0135.000000, 0006.748000
-001.793850, -001.792741, -000.001109, 0002.000000, 0136.000000, 0006.798000
-002.133950, -002.132841, -000.001109, 0002.000000, 0137.000000, 0006.848000
-002.466370, -002.465370, -000.001000, 0002.000000, 0138.000000, 0006.898000
-002.789914, -002.789512, -000.000402, 0002.000000, 0139.000000, 0006.948000
-003.103417, -003.103231, -000.000186, 0002.000000, 0140.000000, 0006.998000
-003.405751, -003.405769, 0000.000018, 0002.000000, 0141.000000, 0007.048000
-003.695828, -003.696183, 0000.000355, 0002.000000, 0142.000000, 0007.098000
-003.972604, -003.973399, 0000.000795, 0002.000000, 0143.000000, 0007.148000
-004.235083, -004.241164, 0000.006081, 0002.000000, 0144.000000, 0007.198000
-004.482320, -004.487641, 0000.005320, 0002.000000, 0145.000000, 0007.248000
-004.713426, -004.717748, 0000.004322, 0002.000000, 0146.000000, 0007.298000
-004.927568, -004.930239, 0000.002671, 0002.000000, 0147.000000, 0007.348000
-005.123977, -005.126431, 0000.002454, 0002.000000, 0148.000000, 0007.398000
-005.301945, -005.305559, 0000.003615, 0002.000000, 0149.000000, 0007.448000
-005.460831, -005.465950, 0000.005118, 0002.000000, 0150.000000, 0007.498000
-005.600065, -005.606029, 0000.005964, 0002.000000, 0151.000000, 0007.548000
-005.719144, -005.725427, 0000.006283, 0002.000000, 0152.000000, 0007.598000
-005.817640, -005.824269, 0000.006628, 0002.000000, 0153.000000, 0007.648000
-005.895200, -005.902583, 0000.007384, 0002.000000, 0154.000000, 0007.698000
-005.951543, -005.960146, 0000.008603, 0002.000000, 0155.000000, 0007.748000
-005.986466, -005.996020, 0000.009553, 0002.000000, 0156.000000, 0007.798000
-005.999845, -006.013225, 0000.013380, 0002.000000, 0157.000000, 0007.848000
-005.991631, -006.005450, 0000.013818, 0002.000000, 0158.000000, 0007.898000
-005.961854, -005.975757, 0000.013903, 0002.000000, 0159.000000, 0007.948000
-005.910620, -005.923563, 0000.012943, 0002.000000, 0160.000000, 0007.998000
