0006.000000, 0006.000000, 0000.000000, 0000.000000, 0001.000000, 0000.000000
0005.990049, 0006.032018, -000.041969, 0002.000000, 0001.000000, 0000.048000
0005.958559, 0006.031642, -000.073083, 0002.000000, 0002.000000, 0000.098000
0005.905623, 0006.031266, -000.125643, 0002.000000, 0003.000000, 0000.148000
0005.831434, 0006.019211, -000.187777, 0002.000000, 0004.000000, 0000.198000
0005.736258, 0005.967384, -000.231126, 0002.000000, 0005.000000, 0000.248000
0005.620438, 0005.877125, -000.256687, 0002.000000, 0006.000000, 0000.298000
0005.484390, 0005.751051, -000.266661, 0002.000000, 0007.000000, 0000.348000
0005.328604, 0005.591601, -000.262997, 0002.000000, 0008.000000, 0000.398000
0005.153641, 0005.401049, -000.247408, 0002.000000, 0009.000000, 0000.448000
0004.960130, 0005.181511, -000.221381, 0002.000000, 0010.000000, 0000.498000
0004.748769, 0004.934963, -000.186195, 0002.000000, 0011.000000, 0000.548000
0004.520317, 0004.663244, -000.142927, 0002.000000, 0012.000000, 0000.598000
0004.275596, 0004.368067, -000.092471, 0002.000000, 0013.000000, 0000.648000
0004.015488, 0004.051030, -000.035542, 0002.000000, 0014.000000, 0000.698000
0003.740929, 0003.733440, 0000.007489, 0002.000000, 0015.000000, 0000.748000
0003.452906, 0003.435739, 0000.017168, 0002.000000, 0016.000000, 0000.798000
0003.152457, 0003.148233, 0000.004224, 0002.000000, 0017.000000, 0000.848000
0002.840662, 0002.852591, -000.011929, 0002.000000, 0018.000000, 0000.898000
0002.518644, 0002.535971, -000.017327, 0002.000000, 0019.000000, 0000.948000
0002.187562, 0002.199029, -000.011467, 0002.000000, 0020.000000, 0000.998000
0001.848606, 0001.850973, -000.002367, 0002.000000, 0021.000000, 0001.048000
0001.502998, 0001.502875, 0000.000122, 0002.000000, 0022.000000, 0001.098000
0001.151980, 0001.152811, -000.000831, 0002.000000, 0023.000000, 0001.148000
0000.796817, 0000.798807, -000.001990, 0002.000000, 0024.000000, 0001.198000
0000.438786, 0000.440859, -000.002073, 0002.000000, 0025.000000, 0001.248000
0000.079176, 0000.080842, -000.001666, 0002.000000, 0026.000000, 0001.298000
-000.280720, -000.279218, -000.001501, 0002.000000, 0027.000000, 0001.348000
-000.639604, -000.638031, -000.001573, 0002.000000, 0028.000000, 0001.398000
-000.996187, -000.994608, -000.001580, 0002.000000, 0029.000000, 0001.448000
-001.349185, -001.347782, -000.001403, 0002.000000, 0030.000000, 0001.498000
-001.697327, -001.695936, -000.001391, 0002.000000, 0031.000000, 0001.548000
-002.039361, -002.038589, -000.000772, 0002.000000, 0032.000000, 0001.598000
-002.374055, -002.373590, -000.000466, 0002.000000, 0033.000000, 0001.648000
-002.700205, -002.699935, -000.000270, 0002.000000, 0034.000000, 0001.698000
-003.016638, -003.017466, 0000.000829, 0002.000000, 0035.000000, 0001.748000
-003.322213, -003.323091, 0000.000877, 0002.000000, 0036.000000, 0001.798000
-003.615833, -003.616174, 0000.000341, 0002.000000, 0037.000000, 0001.848000
-003.896439, -003.896793, 0000.000354, 0002.000000, 0038.000000, 0001.898000
-004.163022, -004.164585, 0000.001563, 0002.000000, 0039.000000, 0001.948000
-004.414623, -004.417958, 0000.003335, 0002.000000, 0040.000000, 0001.998000
-004.650336, -004.654846, 0000.004510, 0002.000000, 0041.000000, 0002.048000
-004.869313, -004.872944, 0000.003631, 0002.000000, 0042.000000, 0002.098000
-005.070765, -005.073731, 0000.002966, 0002.000000, 0043.000000, 0002.148000
-005.253968, -005.257342, 0000.003374, 0002.000000, 0044.000000, 0002.198000
-005.418263, -005.423584, 0000.005321, 0002.000000, 0045.000000, 0002.248000
-005.563058, -005.569161, 0000.006103, 0002.000000, 0046.000000, 0002.298000
-005.687831, -005.693946, 0000.006115, 0002.000000, 0047.000000, 0002.348000
-005.792135, -005.798333, 0000.006197, 0002.000000, 0048.000000, 0002.398000
-005.875593, -005.882474, 0000.006881, 0002.000000, 0049.000000, 0002.448000
-005.937906, -005.946070, 0000.008165, 0002.000000, 0050.000000, 0002.498000
-005.978848, -005.988345, 0000.009497, 0002.000000, 0051.000000, 0002.548000
-005.998273, -006.008261, 0000.009988, 0002.000000, 0052.000000, 0002.598000
-005.996111, -006.006024, 0000.009913, 0002.000000, 0053.000000, 0002.648000
-005.972369, -005.982456, 0000.010087, 0002.000000, 0054.000000, 0002.698000
-005.927133, -005.938134, 0000.011001, 0002.000000, 0055.000000, 0002.748000
-005.860566, -005.873182, 0000.012616, 0002.000000, 0056.000000, 0002.798000
-005.772907, -005.786228, 0000.013321, 0002.000000, 0057.000000, 0002.848000
